Source,Target,Type,Weight
18,46,Undirected,0.6554641153221266
18,53,Undirected,0.6175211757177881
18,65,Undirected,0.7286769220086076
18,80,Undirected,0.7832962320442313
18,90,Undirected,0.6141812929799767
18,93,Undirected,0.7026297554400283
18,105,Undirected,0.6598223458804886
18,108,Undirected,0.6569487103647449
18,114,Undirected,0.7817516915909781
18,127,Undirected,0.8157101922889975
18,160,Undirected,0.7620384839827458
18,161,Undirected,0.7061121757895108
18,164,Undirected,0.7402306033042887
18,174,Undirected,0.6058889688454854
18,180,Undirected,0.6079121995246072
18,193,Undirected,0.8167879255835255
19,64,Undirected,0.7841023133932139
19,104,Undirected,0.6866287028497218
19,141,Undirected,0.758216107234687
19,162,Undirected,0.680616021783615
19,175,Undirected,0.6847152464267423
19,178,Undirected,0.6165639319569738
20,151,Undirected,0.6042585124950866
20,185,Undirected,0.6459512501752421
20,192,Undirected,0.605007307150481
21,77,Undirected,0.6223177789254699
21,101,Undirected,0.6021031751101998
22,24,Undirected,0.6119683558928035
22,31,Undirected,0.6343325110215127
22,39,Undirected,0.6020978785837937
22,46,Undirected,0.6409142664851916
22,53,Undirected,0.719527300256781
22,80,Undirected,0.8123402823964045
22,93,Undirected,0.7055777852630744
22,114,Undirected,0.8285162546689089
22,127,Undirected,0.7385191277763968
22,148,Undirected,0.6841153930096446
22,155,Undirected,0.6549114544733161
22,160,Undirected,0.810157625831073
22,161,Undirected,0.6427636272689171
22,164,Undirected,0.7282235263798804
22,193,Undirected,0.7797446774605847
23,85,Undirected,0.6182621845164585
23,130,Undirected,0.6397531735130237
23,192,Undirected,0.6094725479903687
24,35,Undirected,0.6123040329717022
24,37,Undirected,0.6123040329717022
24,53,Undirected,0.6087050740347089
24,93,Undirected,0.7098534763103423
24,110,Undirected,0.6431431765704411
24,127,Undirected,0.6340853456186064
24,193,Undirected,0.6846856269533349
25,33,Undirected,0.8507784277311771
25,41,Undirected,0.6501593450542211
25,57,Undirected,0.6124079960080158
25,77,Undirected,0.7324650641924193
25,131,Undirected,0.7904068688945811
25,157,Undirected,0.8154111517121263
25,199,Undirected,0.6586191696067927
26,30,Undirected,0.7163248007217308
26,46,Undirected,0.6073260683574002
26,54,Undirected,0.6110157097567652
26,132,Undirected,0.8578268446080486
26,149,Undirected,0.6206400139053263
26,156,Undirected,0.6994589280610994
26,163,Undirected,0.7406206978721921
26,168,Undirected,0.699136212689055
27,32,Undirected,0.6080814299601833
27,47,Undirected,0.6702669207498765
27,57,Undirected,0.6431660285644066
27,73,Undirected,0.7044729876396779
27,79,Undirected,0.7307903730297053
27,88,Undirected,0.6808441139850359
27,172,Undirected,0.8076165384110628
27,186,Undirected,0.6888877779787295
27,188,Undirected,0.874869608003787
27,189,Undirected,0.6701932732912989
27,191,Undirected,0.7055870462484677
28,56,Undirected,0.6117901778395807
28,71,Undirected,0.653613466602891
28,122,Undirected,0.6624453971757782
28,187,Undirected,0.7192580794338892
29,49,Undirected,0.7335889905079069
29,106,Undirected,0.615065143664479
30,46,Undirected,0.6652051703878554
30,54,Undirected,0.7177760611628226
30,83,Undirected,0.601896512181331
30,132,Undirected,0.6408566253004918
30,139,Undirected,0.633466584613583
30,144,Undirected,0.7245805847287252
30,163,Undirected,0.6151830372696727
31,46,Undirected,0.7809707277856981
31,58,Undirected,0.6318111119178769
31,111,Undirected,0.6298195537410222
31,139,Undirected,0.6818884817407019
31,160,Undirected,0.706127602525166
31,161,Undirected,0.620616270186795
31,167,Undirected,0.6527981308657202
31,177,Undirected,0.6174445192891452
32,57,Undirected,0.6436498298958854
32,73,Undirected,0.6779246890509577
32,79,Undirected,0.6506242822415869
32,172,Undirected,0.645953041914732
32,188,Undirected,0.608500489891995
33,35,Undirected,0.6607875037499543
33,37,Undirected,0.6607875037499543
33,77,Undirected,0.655462318599936
33,131,Undirected,0.831468428765854
33,157,Undirected,0.7065300268965868
33,182,Undirected,0.6076039383628153
33,184,Undirected,0.6010639842247921
34,38,Undirected,0.6502270869906943
34,72,Undirected,0.6268888912452755
34,118,Undirected,0.6709156146801867
34,140,Undirected,0.6564386223042722
34,147,Undirected,0.6508739184920497
34,177,Undirected,0.6191354356738725
35,37,Undirected,1.0
35,125,Undirected,0.6231948110537346
35,131,Undirected,0.7255714017998823
35,184,Undirected,0.6735944988853106
36,54,Undirected,0.6099910138467968
36,72,Undirected,0.6255080761725595
36,123,Undirected,0.6910216879938543
36,142,Undirected,0.7095749231985716
36,144,Undirected,0.7090848102993821
36,147,Undirected,0.8150061843469909
36,183,Undirected,0.6026917549409005
37,125,Undirected,0.6231948110537346
37,131,Undirected,0.7255714017998823
37,184,Undirected,0.6735944988853106
38,87,Undirected,0.6383372614978106
38,147,Undirected,0.6462060517034356
38,159,Undirected,0.849471968734886
38,168,Undirected,0.6960119231679098
39,59,Undirected,0.6034435434867161
39,82,Undirected,0.627824113308498
39,84,Undirected,0.6680688989750521
39,86,Undirected,0.6295156410215067
39,90,Undirected,0.7065757470301972
39,99,Undirected,0.649668754139294
39,108,Undirected,0.7954074160831884
39,127,Undirected,0.614630892478592
39,129,Undirected,0.6946213612282236
39,150,Undirected,0.6260136987544638
39,159,Undirected,0.692408087688769
39,177,Undirected,0.6961408762526233
39,193,Undirected,0.6444677239496893
40,51,Undirected,0.8557265089607893
40,55,Undirected,0.6223381903227521
40,70,Undirected,0.6354995521706721
40,89,Undirected,0.7502489019067383
40,134,Undirected,0.8532934078903187
40,145,Undirected,0.6082916309349304
40,148,Undirected,0.7331162527475437
40,173,Undirected,0.7144835046679554
40,175,Undirected,0.6060343737977618
41,77,Undirected,0.608857673335395
41,92,Undirected,0.6010140627589071
41,187,Undirected,0.7433871529554292
42,117,Undirected,0.6222769313586338
43,175,Undirected,0.6011986646797003
44,46,Undirected,0.7519615978707173
44,65,Undirected,0.8046389529778486
44,93,Undirected,0.6266661141260306
44,105,Undirected,0.6074595611831335
44,108,Undirected,0.7638305589511252
44,110,Undirected,0.6232213483090031
44,133,Undirected,0.6814800201155904
44,137,Undirected,0.7671583914490552
44,146,Undirected,0.6191796459725132
44,156,Undirected,0.6030827790795183
44,160,Undirected,0.7643186760156337
44,193,Undirected,0.6180634494148234
45,66,Undirected,0.8523757289195077
45,69,Undirected,0.6410705004510175
45,71,Undirected,0.605514602285192
45,74,Undirected,0.6058914039790003
45,121,Undirected,0.6011236379330676
45,126,Undirected,0.7403358860502165
45,128,Undirected,0.6394904214461549
45,143,Undirected,0.6565751957911932
45,176,Undirected,0.7839542829705112
46,65,Undirected,0.6719243959193328
46,105,Undirected,0.6384513519663096
46,133,Undirected,0.7179302020842715
46,137,Undirected,0.8114620595701171
46,139,Undirected,0.6178084206558658
46,141,Undirected,0.613470928190669
46,156,Undirected,0.6171286626587853
46,160,Undirected,0.7742237365165168
46,161,Undirected,0.6193001115996004
46,162,Undirected,0.6499805022441388
47,57,Undirected,0.6546467135066459
47,172,Undirected,0.7524535534722914
47,186,Undirected,0.6462007624162087
47,188,Undirected,0.6373201923330922
48,120,Undirected,0.6756516103211306
48,135,Undirected,0.6040006800149347
48,137,Undirected,0.6091456951566556
49,106,Undirected,0.7886059694158609
50,199,Undirected,0.725134138234601
51,89,Undirected,0.854290799612262
51,134,Undirected,0.6703543844189365
51,148,Undirected,0.7543475689073807
51,149,Undirected,0.6895391734151957
51,162,Undirected,0.6273837589618332
51,168,Undirected,0.6206370877286609
51,173,Undirected,0.802496520949614
52,110,Undirected,0.7079964338646357
52,125,Undirected,0.6133564393147171
52,178,Undirected,0.7315303614003477
52,185,Undirected,0.7072757855222396
53,93,Undirected,0.7272338177778845
53,127,Undirected,0.6426491721515404
53,134,Undirected,0.6210880467081661
53,148,Undirected,0.622695785851754
53,155,Undirected,0.6083182921783884
53,173,Undirected,0.7369811236619525
53,175,Undirected,0.6189081811670998
53,178,Undirected,0.6866164338668117
53,193,Undirected,0.7568553521734047
54,139,Undirected,0.7318109241028719
54,142,Undirected,0.6379907143461567
54,144,Undirected,0.8443783775626393
54,145,Undirected,0.6893626214084989
54,148,Undirected,0.6882632788402566
54,149,Undirected,0.7811730717308403
54,153,Undirected,0.667555508908583
54,161,Undirected,0.6055177390273939
54,168,Undirected,0.6050236728305132
54,183,Undirected,0.6106820362135046
55,63,Undirected,0.6784500778187768
56,71,Undirected,0.6161066857524582
56,112,Undirected,0.642791399176517
56,163,Undirected,0.6319356832964693
56,194,Undirected,0.6238555933511498
57,73,Undirected,0.6593000223961112
57,79,Undirected,0.6540709198694407
57,88,Undirected,0.7422329258644947
57,172,Undirected,0.7930277407049262
57,186,Undirected,0.7187133629425517
57,189,Undirected,0.7103115912700433
58,101,Undirected,0.6057185358867994
58,111,Undirected,0.6980084466073473
59,82,Undirected,0.6694748109782129
59,84,Undirected,0.6401132291280798
59,86,Undirected,0.6320255461225002
59,90,Undirected,0.6124251042422814
59,99,Undirected,0.6187511357282083
59,115,Undirected,0.6725893005573176
59,150,Undirected,0.7680851503886881
59,177,Undirected,0.6536420645377241
59,181,Undirected,0.6076997497217931
59,198,Undirected,0.6274066732084198
60,107,Undirected,0.6574212143607621
60,158,Undirected,0.6252555753695399
60,169,Undirected,0.7052192391560315
60,170,Undirected,0.6009033619771342
60,196,Undirected,0.7538910825945291
61,91,Undirected,0.6286745753490053
61,94,Undirected,0.6532312102499094
61,176,Undirected,0.6643852331877385
62,94,Undirected,0.6586963201007336
62,130,Undirected,0.6039726966295824
62,176,Undirected,0.6321638084537441
63,70,Undirected,0.6213460035752056
63,81,Undirected,0.6792646003860747
63,85,Undirected,0.7045375098723268
63,113,Undirected,0.7542909412272751
63,134,Undirected,0.7023538633256278
63,151,Undirected,0.6148014217806964
63,166,Undirected,0.6087005398174867
63,175,Undirected,0.6071973951934134
64,104,Undirected,0.6970686102376374
64,141,Undirected,0.7559186288261861
64,162,Undirected,0.6375084896949135
64,173,Undirected,0.6626927841085133
64,178,Undirected,0.6012329771097242
64,185,Undirected,0.7097068648514349
65,80,Undirected,0.6636332875450848
65,93,Undirected,0.6247109980407277
65,105,Undirected,0.6146507799783427
65,108,Undirected,0.648466901011507
65,114,Undirected,0.6746159153444803
65,127,Undirected,0.8125589902188439
65,160,Undirected,0.6789366456894539
65,193,Undirected,0.7287967000218578
66,69,Undirected,0.7216800851265797
66,71,Undirected,0.6740858732880244
66,103,Undirected,0.6362487837938893
66,126,Undirected,0.8156039500633796
66,143,Undirected,0.6125304675560166
66,176,Undirected,0.6055541226140603
66,183,Undirected,0.6104904258608738
67,101,Undirected,0.6283535000156906
67,122,Undirected,0.7644021376934462
67,131,Undirected,0.7024312623533635
67,139,Undirected,0.6648063148871791
67,157,Undirected,0.6619685509768094
67,171,Undirected,0.6255880885908895
67,187,Undirected,0.6555704498686508
68,124,Undirected,0.6926981961893995
69,71,Undirected,0.6080074766613868
69,74,Undirected,0.6920828234374716
69,103,Undirected,0.6695115518381862
69,126,Undirected,0.6074404518362548
69,143,Undirected,0.8059666665774015
69,183,Undirected,0.6756539075983076
70,81,Undirected,0.6620093112725777
70,134,Undirected,0.7243333517501025
70,151,Undirected,0.624079071169954
70,178,Undirected,0.6782058206479817
71,74,Undirected,0.7680663195180473
71,95,Undirected,0.7645648204457558
71,112,Undirected,0.6476780011416539
71,126,Undirected,0.8493877518400017
71,139,Undirected,0.6513274500194317
71,142,Undirected,0.771085836560373
71,143,Undirected,0.6827452986524412
71,153,Undirected,0.6083284125680795
71,183,Undirected,0.7762066837517742
71,194,Undirected,0.8271188017429143
71,195,Undirected,0.6465618726022684
72,87,Undirected,0.6270252011094318
72,123,Undirected,0.6177761208668233
72,140,Undirected,0.7511482277268269
72,147,Undirected,0.6849750263331547
72,177,Undirected,0.7062984312802258
73,77,Undirected,0.6278995388160459
73,109,Undirected,0.6275283266658487
73,172,Undirected,0.7308479414001989
73,186,Undirected,0.6768759340810719
73,188,Undirected,0.6408617276875515
73,189,Undirected,0.6162001936801749
73,191,Undirected,0.6111571475051362
74,95,Undirected,0.7474058159235399
74,102,Undirected,0.6024666163008061
74,103,Undirected,0.6063574832125407
74,104,Undirected,0.600919380729642
74,126,Undirected,0.7313425319891751
74,142,Undirected,0.7394251141292897
74,143,Undirected,0.7882174965884862
74,176,Undirected,0.6277552371435005
74,183,Undirected,0.770759799338792
74,194,Undirected,0.662413876432606
75,161,Undirected,0.659719896146118
77,92,Undirected,0.6362531893669667
77,125,Undirected,0.7510463847350788
77,184,Undirected,0.7004222652396885
78,185,Undirected,0.6292302759383489
78,190,Undirected,0.6134280680305414
79,88,Undirected,0.6194635509300961
79,125,Undirected,0.665417137072623
79,172,Undirected,0.6827104456472594
79,184,Undirected,0.684257827238689
79,188,Undirected,0.6978897462683786
79,189,Undirected,0.6123376004640886
80,93,Undirected,0.6147834651467323
80,105,Undirected,0.6504386735606573
80,114,Undirected,0.9947571501100252
80,127,Undirected,0.86130590555588
80,129,Undirected,0.6221796592523138
80,160,Undirected,0.7518133838096108
80,161,Undirected,0.6299419536355478
80,164,Undirected,0.7783392849116482
80,174,Undirected,0.6308476891568998
80,193,Undirected,0.7075534018051517
81,85,Undirected,0.6036787098590819
81,98,Undirected,0.6245508610386569
81,113,Undirected,0.6127998530412916
81,134,Undirected,0.6659987644763634
81,151,Undirected,0.6568819390659493
81,185,Undirected,0.6387457412849011
82,84,Undirected,0.6003998858143116
82,86,Undirected,0.6541279566793603
82,90,Undirected,0.6421385840500805
82,129,Undirected,0.6837989138020183
82,140,Undirected,0.6431071876453149
82,150,Undirected,0.6731522375517851
82,177,Undirected,0.6469365583626083
83,98,Undirected,0.8427953696017922
83,121,Undirected,0.6786011991473683
83,133,Undirected,0.6375750834252407
83,137,Undirected,0.6963706490451766
83,152,Undirected,0.616733939201445
83,156,Undirected,0.686551784563718
83,166,Undirected,0.6242315230345271
83,179,Undirected,0.6178470259417209
83,197,Undirected,0.638109689433198
84,86,Undirected,0.656381001289745
84,99,Undirected,0.6184338067254205
84,108,Undirected,0.7446289965366522
84,129,Undirected,0.7050842663994761
84,150,Undirected,0.656740176418503
84,177,Undirected,0.8264922334526981
85,113,Undirected,0.6602196527482411
85,128,Undirected,0.606040285853039
85,130,Undirected,0.7182324688889885
85,192,Undirected,0.6935240274819985
86,93,Undirected,0.6060497018237496
86,108,Undirected,0.7065283979664412
86,129,Undirected,0.6001545699001234
86,150,Undirected,0.7606309414834771
86,180,Undirected,0.6550427849268252
86,181,Undirected,0.6688492751581128
87,118,Undirected,0.6159474967186283
87,123,Undirected,0.6908354456146679
87,147,Undirected,0.6148362356838158
87,159,Undirected,0.707869737114408
87,177,Undirected,0.6441838092658791
88,186,Undirected,0.6259173872383585
88,188,Undirected,0.6790763487178573
88,189,Undirected,0.9794278766925189
88,191,Undirected,0.6342036615718067
89,145,Undirected,0.623299952398743
89,148,Undirected,0.6733420611487009
89,149,Undirected,0.7198628044573394
89,173,Undirected,0.7015734609761293
90,99,Undirected,0.7122478456463234
90,108,Undirected,0.6863331410501226
90,127,Undirected,0.6011042685867519
90,129,Undirected,0.788933842341877
90,150,Undirected,0.657547620012447
90,164,Undirected,0.6535449015177169
91,94,Undirected,0.6003153262614578
91,130,Undirected,0.6363958731628513
91,179,Undirected,0.7664557870994416
92,125,Undirected,0.6099546174814695
92,154,Undirected,0.6465988894574088
92,199,Undirected,0.6164002775712334
93,108,Undirected,0.6789044844682026
93,110,Undirected,0.8039982704609925
93,114,Undirected,0.6081250567127394
93,127,Undirected,0.6950618906434167
93,146,Undirected,0.740691467726778
93,178,Undirected,0.740302197416159
93,180,Undirected,0.702013819932192
93,193,Undirected,0.8243521691375777
94,121,Undirected,0.6244053065266082
94,176,Undirected,0.6578764925503608
95,104,Undirected,0.6726801699135164
95,126,Undirected,0.602899860097645
95,142,Undirected,0.7222325540399226
95,143,Undirected,0.6535576181868252
95,182,Undirected,0.6233013839780781
95,183,Undirected,0.7879229834491661
95,194,Undirected,0.7148292127891578
96,106,Undirected,0.6782550686230091
96,146,Undirected,0.6142662536343367
96,192,Undirected,0.6619669571876484
97,107,Undirected,0.673338797213475
97,138,Undirected,0.61343690915568
97,158,Undirected,0.6179226249948887
97,169,Undirected,0.6406858177007207
98,121,Undirected,0.61119567239319
98,156,Undirected,0.6318181511478975
98,166,Undirected,0.668640907258762
98,197,Undirected,0.6319520689983397
99,105,Undirected,0.602218347725642
99,108,Undirected,0.6835648698539163
99,115,Undirected,0.6414172673976485
99,129,Undirected,0.6833902151601949
99,140,Undirected,0.7430337052223361
99,177,Undirected,0.7591272647264207
100,123,Undirected,0.7489878927311366
101,111,Undirected,0.6857237241696601
101,122,Undirected,0.6578641223969055
101,174,Undirected,0.6401447097733868
102,126,Undirected,0.6069355242845795
102,142,Undirected,0.7524736081092642
102,145,Undirected,0.6129772844374946
102,153,Undirected,0.6056064149352388
102,178,Undirected,0.6275109806358782
103,126,Undirected,0.6689634903690282
103,153,Undirected,0.6242912711364701
104,141,Undirected,0.6134953010070452
104,162,Undirected,0.6389864193231338
104,173,Undirected,0.697260749503314
105,112,Undirected,0.6172259704004133
105,114,Undirected,0.6543100029344067
105,127,Undirected,0.6182765891780851
105,133,Undirected,0.7470262451059662
105,137,Undirected,0.6886695460957114
105,139,Undirected,0.6663261212900804
105,140,Undirected,0.6112034045069794
105,154,Undirected,0.6352274180482321
105,160,Undirected,0.6962927767629192
106,192,Undirected,0.6471592838867352
107,138,Undirected,0.7357615639754784
107,158,Undirected,0.775560140612447
107,169,Undirected,0.7160941957762168
107,170,Undirected,0.6125882066244226
107,196,Undirected,0.6422012686906815
108,110,Undirected,0.6161404835961573
108,129,Undirected,0.6572875159515508
108,140,Undirected,0.6058860225930396
108,177,Undirected,0.736611589541246
108,193,Undirected,0.627932567487975
109,186,Undirected,0.7209984046925884
109,191,Undirected,0.6367989555595903
110,146,Undirected,0.7478322760033511
110,180,Undirected,0.6228750346222196
111,115,Undirected,0.667456609343879
111,135,Undirected,0.7066049302915801
111,174,Undirected,0.6984906601916774
112,123,Undirected,0.6077322400872799
112,139,Undirected,0.7767681279688106
112,144,Undirected,0.612402658701301
112,145,Undirected,0.6628166868189308
112,148,Undirected,0.6708395261643648
112,167,Undirected,0.6445567526033056
112,183,Undirected,0.63632818859224
112,194,Undirected,0.7184499588156462
113,130,Undirected,0.6231620434075031
113,166,Undirected,0.7432679683022104
113,192,Undirected,0.6656310977118524
114,127,Undirected,0.8670623103529568
114,129,Undirected,0.6151556182292637
114,160,Undirected,0.764259796431332
114,161,Undirected,0.6338845076600512
114,164,Undirected,0.7707631723547907
114,174,Undirected,0.6140410290434941
114,193,Undirected,0.6983140627218687
115,174,Undirected,0.6324429820486994
115,198,Undirected,0.6412431949969486
118,147,Undirected,0.601966466368108
118,177,Undirected,0.6390835063072885
119,169,Undirected,0.6588629423625605
119,170,Undirected,0.6185434615973284
119,196,Undirected,0.6465840750095233
120,133,Undirected,0.6112540330721175
120,157,Undirected,0.6435534224390348
121,176,Undirected,0.8047895842082364
121,179,Undirected,0.7067908523906217
122,139,Undirected,0.7536137782947945
122,174,Undirected,0.683705423387128
122,187,Undirected,0.7060546314558795
123,147,Undirected,0.6319193086263115
123,159,Undirected,0.656589949527852
123,169,Undirected,0.6091661269631685
123,177,Undirected,0.6439364731150915
123,183,Undirected,0.6069250915219464
123,195,Undirected,0.6184727826300065
125,184,Undirected,0.9562631570147998
126,128,Undirected,0.6730746256029206
126,142,Undirected,0.6878283553900123
126,153,Undirected,0.6024325524515802
126,183,Undirected,0.6242408844293302
126,195,Undirected,0.684460623520547
127,160,Undirected,0.6519385283146173
127,164,Undirected,0.6619353496109943
127,193,Undirected,0.7647759355670621
128,130,Undirected,0.6008700666218595
128,176,Undirected,0.6100103959631058
128,192,Undirected,0.6572024082222403
129,164,Undirected,0.7498044849936791
129,177,Undirected,0.6979392967515203
129,195,Undirected,0.6100258500847263
130,192,Undirected,0.6409122066911966
131,157,Undirected,0.7951306883084734
132,141,Undirected,0.6468354873822587
132,149,Undirected,0.6194697804618852
132,156,Undirected,0.7093279225518317
132,162,Undirected,0.6293513601980099
132,163,Undirected,0.7207856639921099
132,168,Undirected,0.7584731934649107
133,137,Undirected,0.8912730632900258
133,156,Undirected,0.6898884270271115
133,160,Undirected,0.6425743974746047
134,151,Undirected,0.6172078364018743
134,173,Undirected,0.7436706049528932
134,175,Undirected,0.6698355995540118
134,178,Undirected,0.6776023224617703
134,185,Undirected,0.7152730319973195
136,158,Undirected,0.664246575053353
136,170,Undirected,0.6039443327879166
137,156,Undirected,0.7224878253407658
137,160,Undirected,0.736256202558847
138,158,Undirected,0.8126437819535539
138,169,Undirected,0.6106414951078045
139,144,Undirected,0.6864311617504312
139,148,Undirected,0.6202039096819707
139,154,Undirected,0.619169577258172
139,167,Undirected,0.6680408661816104
139,168,Undirected,0.660070737009719
139,183,Undirected,0.6597692527242498
139,187,Undirected,0.6657261826192837
139,194,Undirected,0.6609897467866254
140,177,Undirected,0.7195682075895886
141,156,Undirected,0.6751472940951363
141,162,Undirected,0.9625186180940942
141,168,Undirected,0.6938767369891758
142,143,Undirected,0.6342947984719076
142,144,Undirected,0.7221658147637977
142,145,Undirected,0.6424330460120449
142,148,Undirected,0.6033988053478723
142,153,Undirected,0.7936646512461931
142,183,Undirected,0.76261922164704
142,194,Undirected,0.6319105206456128
143,176,Undirected,0.6646015932364632
143,183,Undirected,0.6424480265232262
143,194,Undirected,0.6879455775868715
144,145,Undirected,0.6733934946258924
144,147,Undirected,0.6143963894312745
144,148,Undirected,0.6354036329126084
144,149,Undirected,0.6551826539431568
144,153,Undirected,0.6795544231635424
144,183,Undirected,0.6803344915367457
144,194,Undirected,0.6630281650318458
145,148,Undirected,0.7590472655679286
145,153,Undirected,0.7603584043855673
145,183,Undirected,0.6016287245975063
146,175,Undirected,0.6211401532162006
147,177,Undirected,0.6026172832107197
148,153,Undirected,0.6973982431270092
148,173,Undirected,0.6996464231088153
148,178,Undirected,0.6760962878709844
148,183,Undirected,0.7734961548727903
148,194,Undirected,0.6251646130189334
149,163,Undirected,0.6349279416239474
149,168,Undirected,0.6337234088608293
150,177,Undirected,0.6014020195731121
150,181,Undirected,0.7011679192516881
151,185,Undirected,0.6281724927759103
152,185,Undirected,0.717351927874144
153,183,Undirected,0.6243648171651026
154,157,Undirected,0.6758232910971833
156,168,Undirected,0.6607446750968109
156,175,Undirected,0.7094408474723242
158,169,Undirected,0.6717205343724221
158,170,Undirected,0.6117733007254307
158,196,Undirected,0.6490997073235629
159,168,Undirected,0.7065925559773277
159,177,Undirected,0.6293453968258946
160,161,Undirected,0.7033978085376347
160,164,Undirected,0.6945555033470456
160,177,Undirected,0.6877020559154209
160,193,Undirected,0.6711624383595
161,164,Undirected,0.6078805300506915
161,193,Undirected,0.6644049540192162
162,168,Undirected,0.7424518426345886
163,167,Undirected,0.612419750437615
163,168,Undirected,0.6019277396174332
164,165,Undirected,0.6115486531528671
164,174,Undirected,0.7679306326073367
164,193,Undirected,0.6594669409856443
165,174,Undirected,0.6255721073519523
166,197,Undirected,0.6626158391228686
167,168,Undirected,0.7040217730620446
167,194,Undirected,0.7260673922816857
